,Posts,Channel,Views_03/03,Views_03/12,view_delta
82,"Daniel Estifanos ( Wedi Tantu)- Selamey - New Eritrean Music 2018 by ATA Media 3 years ago 6 minutes, 9 seconds 366,806 views",ATA Media,"366,806","367,015",209
83,"Coming soon - Betty Afewerki - Kuhlay (ኩሕላይ )- New Eritrean Music 2018 by ATA Media 3 years ago 49 seconds 81,203 views",ATA Media,"81,203","81,253",50
84,"New Eritrean Short Film 2018 - Weqtu | ወቕቱ - Holland -  ATA Media by ATA Media 4 years ago 18 minutes 280,002 views",ATA Media,"280,002","280,067",65
85,"Tesfalem Arefaine -  Korchach - Betey | ቤተይ - New Eritrean Music 2018 by ATA Media 4 years ago 4 minutes, 54 seconds 1,839,403 views",ATA Media,"1,839,403","1,840,230",827
86,"Andit Okbay - Luwamey (ልዋመይ) -  New Eritrean Music Video 2018 [Official video] by ATA Media 4 years ago 7 minutes, 35 seconds 6,266,692 views",ATA Media,"6,266,692","6,279,298",12606
87,"Andit Okbay - Luwamey -  New Eritrean Music Video 2018 coming soon by ATA Media 4 years ago 1 minute, 1 second 125,835 views",ATA Media,"125,835","125,865",30
88,"Tesfu Ghebreweldi | ልበይ ምድረበዳ  | New Eritrean Music 2018 | Osman abdelrahim (remix) by ATA Media 4 years ago 6 minutes, 48 seconds 607,144 views",ATA Media,"607,144","607,607",463
89,"Hani Mihreteab - Tsibkti Gorzo - New Eritrean Music 2017 by ATA Media 4 years ago 6 minutes, 31 seconds 488,575 views",ATA Media,"488,575","488,661",86
90,"Korchach Concert London 2017 official video by ATA Media 4 years ago 11 minutes, 46 seconds 139,134 views",ATA Media,"139,134","139,204",70
91,"Tesfalem Arefaine - Korchach - Asmera Do DC  - New Eritrean Music 2017 by ATA Media 4 years ago 6 minutes, 40 seconds 4,145,834 views",ATA Media,"4,145,834","4,148,937",3103
92,"Negasi Tesfamariam - Segom   - New Eritrean Music Video 2017 by ATA Media 4 years ago 6 minutes, 9 seconds 915,360 views",ATA Media,"915,360","917,627",2267
93,"Yohanna Solomon (Hani) -Miqur Wedi | ምቁር ወዲ - New Eritrean Music Video 2017 by ATA Media 4 years ago 6 minutes, 5 seconds 1,627,236 views",ATA Media,"1,627,236","1,628,550",1314
94,"Tesfalem Arefaine - Korchach - Aman BeAman  - New Eritrean Music by ATA Media 4 years ago 6 minutes, 49 seconds 877,462 views",ATA Media,"877,462","879,650",2188
95,"Gezae Fitwi - Lomi Nihre - New Tigirigna Music 2017 by ATA Media 4 years ago 5 minutes, 29 seconds 541,519 views",ATA Media,"541,519","541,702",183
96,"Robel Ghirmay (Mitku)- Eshururu- New Eritrean Music 2017 by ATA Media 4 years ago 4 minutes, 21 seconds 286,735 views",ATA Media,"286,735","286,784",49
97,"Mussie Zekarias (Wedi Zeku) - Assey(ኣሰይ) - New Eritrean music 2017 by ATA Media 4 years ago 6 minutes, 58 seconds 1,132,662 views",ATA Media,"1,132,662","1,134,061",1399
98,"Tesfalem Arefaine - Korchach - Tkis Aytbeli -  New Eritrean Music by ATA Media 5 years ago 5 minutes, 37 seconds 307,024 views",ATA Media,"307,024","307,198",174
99,"Tesfalem Arefaine - Korchach - Bog Abileki  - ቦግ ኣቢለኪ- ( New Eritrean Music 2017) by ATA Media 5 years ago 7 minutes, 13 seconds 1,677,538 views",ATA Media,"1,677,538","1,679,251",1713
100,"Eden Gebreselassie - Wesene - New Ethiopian Music Video 2017 by ATA Media 5 years ago 5 minutes, 16 seconds 3,389,961 views",ATA Media,"3,389,961","3,400,110",10149
101,"Ethiopia: Eden Gebreselassie - Nebsey - New Tigirigna Music 2017 by ATA Media 5 years ago 6 minutes, 13 seconds 747,018 views",ATA Media,"747,018","748,221",1203
102,"Ethiopia: Eden Gebreselassie - Tmali - New Tigirigna Music 2017 by ATA Media 5 years ago 5 minutes, 27 seconds 185,275 views",ATA Media,"185,275","185,474",199
103,"Eden Gebreselassie -Ab Fikrido #Ethiopian Music 2017 by ATA Media 5 years ago 4 minutes, 30 seconds 326,408 views",ATA Media,"326,408","326,898",490
104,"Ethiopia: Eden Gebreselassie - Lelana - New Tigirigna Music 2017 by ATA Media 5 years ago 5 minutes, 43 seconds 220,272 views",ATA Media,"220,272","220,631",359
105,"Ethiopia: Eden Gebreselassie - Akieluka - New Tigirigna Music 2017 by ATA Media 5 years ago 4 minutes, 30 seconds 384,325 views",ATA Media,"384,325","385,190",865
106,"Ethiopia: Eden Gebreselassie - Hagerey - New Tigirigna Music 2017 by ATA Media 5 years ago 5 minutes, 39 seconds 179,896 views",ATA Media,"179,896","180,067",171
107,"Eden Gebreselassie - Memelisu - New Ethiopian Music 2017 by ATA Media 5 years ago 4 minutes, 46 seconds 327,542 views",ATA Media,"327,542","328,178",636
108,"Ethiopia: Eden Gebreselassie - Mewsebo - New Tigirigna Music 2017 by ATA Media 5 years ago 4 minutes, 52 seconds 354,191 views",ATA Media,"354,191","355,212",1021
109,"Ethiopia: Eden Gebreselassie - Wesene - New Tigirigna Music 2017 by ATA Media 5 years ago 4 minutes, 36 seconds 268,898 views",ATA Media,"268,898","269,062",164
110,"New Eritrean Music - Wegahta Brhane - Tedebesi -  (ተደበሲ ) 2016 by ATA Media 5 years ago 5 minutes, 21 seconds 169,520 views",ATA Media,"169,520","169,593",73
111,"Tesfalem Arefaine - Korchach - Tium Were - ጥዑም ወረ- ( New Eritrean Music 2016) by ATA Media 5 years ago 7 minutes, 10 seconds 2,614,157 views",ATA Media,"2,614,157","2,615,959",1802
112,"Eritrean Music - Wegahta Brhane - Hadera -  (ሓደራ) 2016 by ATA Media 5 years ago 5 minutes, 15 seconds 126,031 views",ATA Media,"126,031","126,072",41
113,"Korchach -Tesfalem Arefaine  -  Meratey -  New Eritrean Music by ATA Media 5 years ago 7 minutes, 8 seconds 518,655 views",ATA Media,"518,655","519,571",916
114,"Tesfalem Arefaine (korchach ) - Heiwan - ( New Eritrean Music ) by ATA Media 5 years ago 6 minutes, 49 seconds 595,171 views",ATA Media,"595,171","595,955",784
115,"Eritrean Music 2016 - Andit Ogbay -  Asmeray (ኣስመራይ) -New music by ATA Media 5 years ago 8 minutes, 17 seconds 1,717,261 views",ATA Media,"1,717,261","1,720,621",3360
116,"Eritrean Music - Wegahta Brhane - Asteweli -  (ኣስተውዕሊ) 2016 by ATA Media 5 years ago 6 minutes, 26 seconds 342,789 views",ATA Media,"342,789","342,877",88
117,"Eritrean Music - Wegahta Brhane and Solomie Meharay - Natey Mewadiqo (ናተይ መዋድቆ ) 2016 by ATA Media 5 years ago 5 minutes, 19 seconds 417,761 views",ATA Media,"417,761","418,014",253
118,"Eritrean Music - Andit Ogbay -  Asmeray (ኣስመራይ) coming soon Video 2016 by ATA Media 5 years ago 31 seconds 41,873 views",ATA Media,"41,873","41,913",40
119,"Tesfalem Arefaine - Korchach - Beqa Akele ( New Eritrean Music 2016) by ATA Media 5 years ago 6 minutes, 47 seconds 4,421,908 views",ATA Media,"4,421,908","4,424,875",2967
120,"Eritrean Music - Wegahta Brhane - Kulu Dihreki (ኩሉ ድሕሬኺ) 2016 by ATA Media 5 years ago 6 minutes, 43 seconds 337,665 views",ATA Media,"337,665","337,825",160
121,"Eritrean Music - Album Release Upcoming Artist  Wegahta Brhane 2016 by ATA Media 5 years ago 3 minutes, 27 seconds 124,691 views",ATA Media,"124,691","124,719",28
122,"Tesfalem Arefaine (Qorchach ) - Beyney  - (  Eritrean Music ) by ATA Media 5 years ago 6 minutes, 51 seconds 1,634,675 views",ATA Media,"1,634,675","1,636,302",1627
123,"Tesfalem Arefaine (Korchach ) - Weqah ilkini - ( New Eritrean Music ) by ATA Media 5 years ago 7 minutes, 49 seconds 638,990 views",ATA Media,"638,990","639,723",733
124,"Tesfalem Arefaine (Qorchach ) - Hanqiqley - ( New Eritrean Music 2015) by ATA Media 6 years ago 8 minutes, 7 seconds 2,481,776 views",ATA Media,"2,481,776","2,484,653",2877
125,"Tesfalem Arefaine (Qorchach ) - Ztegefe Ayhasmonyu - ( New Eritrean Music 2015) by ATA Media 6 years ago 7 minutes, 31 seconds 387,309 views",ATA Media,"387,309","387,596",287
126,"Tesfalem Arefaine- Korchach -Ne'amelom ( New Eritrean Music 2016) by ATA Media 6 years ago 6 minutes, 14 seconds 3,465,659 views",ATA Media,"3,465,659","3,467,520",1861
127,"Tesfalem Arefaine (Qorchach )- Nfelale Dehan- ( New Eritrean Music 2015) by ATA Media 6 years ago 6 minutes, 49 seconds 777,313 views",ATA Media,"777,313","778,354",1041
128,"Tesfalem Arefaine (Qorchach )-Bedileya- ( New Eritrean Music 2015) by ATA Media 6 years ago 6 minutes, 18 seconds 558,818 views",ATA Media,"558,818","559,161",343
129,"Tesfalem Arefaine (Qorchach )- Gize Tezareb ( New Eritrean Music 2015) by ATA Media 6 years ago 6 minutes, 1 second 885,904 views",ATA Media,"885,904","887,091",1187
130,"Tesfalem Arefaine (Qorchach )- Nesenet Eda ( New Eritrean Music 2015) by ATA Media 6 years ago 7 minutes, 1 second 814,117 views",ATA Media,"814,117","814,309",192
131,"Tesfalem Arefaine- Korchach -Amani Libey ( New Eritrean Music 2015) by ATA Media 6 years ago 7 minutes, 55 seconds 4,947,868 views",ATA Media,"4,947,868","4,963,042",15174
132,"Korchach -Tesfalem Arefaine  - Ajokhi - ኣጆኺ New Eritrean Music 2016 by ATA Media 6 years ago 7 minutes, 29 seconds 1,868,310 views",ATA Media,"1,868,310","1,870,349",2039
